127.0.0.1 - - [09/Apr/2025:21:21:21 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/home.html HTTP/1.1" 200 8583
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/css/nomalize.css HTTP/1.1" 200 7782
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/css/bootstrap.min.css HTTP/1.1" 200 99961
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/css/style.css HTTP/1.1" 200 4608
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/css/jquery.fancybox.css HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/logo.png HTTP/1.1" 200 3253
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/css/animate.css HTTP/1.1" 200 69747
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/1.jpg HTTP/1.1" 200 357168
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/2.jpg HTTP/1.1" 200 181990
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/3.jpg HTTP/1.1" 200 181648
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/4.jpg HTTP/1.1" 200 172012
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/js/bootstrap.min.js HTTP/1.1" 200 29110
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/js/bootstrap-hover-dropdown.js HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/js/animatescroll.min.js HTTP/1.1" 200 4144
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/js/simpleparallax.js HTTP/1.1" 200 1255
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/js/waypoints.min.js HTTP/1.1" 200 8044
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/js/jquery.fancybox.js HTTP/1.1" 200 48706
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/5.jpg HTTP/1.1" 200 228967
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/7.jpg HTTP/1.1" 200 170107
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/left.png HTTP/1.1" 200 15287
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:21 +0900] "GET /webUI/home/imgs/right.png HTTP/1.1" 200 15227
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:22 +0900] "GET /webUI/home/imgs/slide1_bg.jpg HTTP/1.1" 200 78925
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:22 +0900] "GET /webUI/home/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:22 +0900] "GET /webUI/home/fonts/NanumBarunGothic.woff HTTP/1.1" 200 898588
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:22 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:58 +0900] "GET /webUI/home/css/jquery.fancybox.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:58 +0900] "GET /webUI/home/css/nomalize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:58 +0900] "GET /webUI/home/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Apr/2025:21:21:58 +0900] "GET /webUI/home/css/style.css HTTP/1.1" 304 -
